,pressure_dev,3s,5s,8s,10s,20s
0,0.3000000000000007,-0.006666666666666821,0.009999999999999787,0.02249999999999952,-4.440892098500626e-16,0.02999999999999936
1,0.5,-0.10000000000000009,-0.08999999999999986,-0.08125000000000027,-0.06499999999999995,-0.08499999999999996
2,0.5,0.03333333333333366,0.10000000000000009,0.09375,0.08000000000000007,0.12850000000000072
3,0.3000000000000007,-0.04666666666666641,-0.03500000000000014,-0.04562500000000025,-0.0625,-0.0637500000000002
4,0.40000000000000036,0.020000000000000462,0.030000000000000693,0.007500000000000284,-0.01499999999999968,-0.01499999999999968
5,0.20000000000000018,0.02666666666666684,0.0600000000000005,0.07875000000000032,0.08500000000000041,0.025000000000000355
6,0.09999999999999964,0.02666666666666684,0.010000000000000231,0.06000000000000005,0.06000000000000005,0.020000000000000018
7,0.09999999999999964,0.04666666666666641,0.029999999999999805,-0.007500000000000284,-0.015000000000000568,-0.030000000000000693
8,0.40000000000000036,-0.06333333333333346,-0.04600000000000071,-0.0033333333333334103,-0.0033333333333334103,-0.0033333333333334103
9,1.5,0.07333333333333414,0.05000000000000071,0.006666666666667265,0.006666666666667265,0.006666666666667265
10,0.6999999999999993,-0.08666666666666645,-0.1200000000000001,-0.11375000000000002,-0.08999999999999986,-0.07549999999999946
11,0.1999999999999993,-0.20666666666666655,-0.11999999999999966,-0.09624999999999995,-0.10000000000000009,-0.06499999999999995
12,0.3000000000000007,0.10266666666666646,0.04599999999999982,0.029749999999999943,0.04599999999999982,0.027000000000000135
13,0.5,-0.10666666666666647,-0.040000000000000036,-0.046250000000000124,-0.054999999999999716,-0.04400000000000004
14,0.6999999999999993,-0.0066666666666659324,-0.03600000000000003,-0.046249999999999236,-0.04099999999999948,-0.02199999999999891
15,0.09999999999999964,-0.05333333333333323,-0.08000000000000007,-0.05125000000000002,-0.04499999999999993,-0.020499999999999297
16,0.09999999999999964,-0.0566666666666662,-0.03999999999999959,-0.05249999999999977,-0.03999999999999959,-0.032500000000000195
17,0.09999999999999964,-0.013333333333332753,-0.04999999999999982,-0.03624999999999989,-0.03500000000000014,-0.02499999999999991
18,0.3000000000000007,-0.07733333333333325,-0.043999999999999595,-0.06274999999999986,-0.06899999999999995,-0.047999999999999154
19,0.3999999999999986,-0.03333333333333277,-0.02999999999999936,-0.037499999999999645,-0.032999999999999474,-0.11999999999999966
20,0.5,-0.14666666666666694,-0.14000000000000012,-0.10499999999999998,-0.07999999999999963,-0.047999999999999154
21,0.29999999999999893,-0.043333333333333,0.0,-0.003749999999999698,-0.012999999999999456,-0.037272727272727124
22,0.09999999999999964,-0.01666666666666705,0.020000000000000462,0.018750000000000266,0.004999999999999893,-0.056250000000000355
23,1.6999999999999993,-0.023333333333333428,0.0,0.028750000000000053,0.03500000000000014,0.04500000000000037
24,1.799999999999999,0.022666666666666835,0.04600000000000026,0.03725000000000067,0.02600000000000069,0.005500000000000949
25,0.40000000000000036,-0.037333333333332774,-0.043999999999999595,-0.02899999999999947,-0.008999999999999453,0.006999999999999229
26,0.6999999999999993,-0.029999999999999805,-0.009999999999999343,-0.007499999999999396,-0.0019999999999997797,0.008999999999999453
27,0.09999999999999964,0.00733333333333297,-0.01600000000000046,-0.04475000000000051,-0.04300000000000059,-0.03400000000000114
28,1.4000000000000004,-0.06333333333333258,-0.0699999999999994,-0.05749999999999922,-0.0519999999999996,-0.05000000000000071
29,0.40000000000000036,-0.02999999999999936,-0.029999999999999805,-0.026249999999999662,-0.021999999999999797,-0.008500000000000174
30,0.40000000000000036,0.05999999999999872,0.06399999999999917,0.062499999999999556,0.06199999999999983,0.050999999999998824
31,0.29999999999999893,-0.03666666666666751,-0.010000000000000231,0.011249999999999982,0.0050000000000003375,0.007499999999999396
32,0.20000000000000107,0.07733333333333325,0.0999999999999992,0.07274999999999965,0.06699999999999928,0.03799999999999937
33,0.40000000000000036,-0.050000000000000266,-0.020000000000000462,-0.006250000000000089,-0.01100000000000012,0.012000000000000455
34,0.5999999999999996,0.11266666666666669,0.08599999999999985,0.08975,0.09600000000000009,0.07100000000000017
35,0.5,0.033333333333333215,0.020000000000000462,0.05624999999999991,0.034999999999999254,0.007499999999999396
36,0.09999999999999964,-0.03333333333333366,-0.07000000000000028,-0.11875000000000036,-0.11000000000000032,-0.09750000000000014
37,0.3000000000000007,0.01666666666666705,0.040000000000000036,0.05624999999999991,0.04099999999999948,0.03549999999999898
38,0.3000000000000007,-0.040000000000000036,0.020000000000000018,-0.0024999999999999467,0.0050000000000003375,0.01499999999999968
39,0.29999999999999893,-0.03333333333333366,-0.020000000000000462,-0.056250000000000355,-0.030000000000000693,-0.04100000000000037
40,0.1999999999999993,-0.2100000000000004,-0.13000000000000078,-0.10375000000000023,-0.10500000000000043,-0.06555555555555648
41,0.5,-0.006666666666666821,-0.029999999999999805,-0.01499999999999968,-0.015000000000000124,-0.002500000000000391
42,0.09999999999999964,-0.04999999999999982,-0.009999999999999787,-0.018750000000000266,-0.03500000000000014,-0.017499999999999627
43,0.09999999999999964,0.023333333333333428,-0.03000000000000025,-0.03500000000000014,-0.06000000000000005,0.017499999999999627
44,0.40000000000000036,-0.1200000000000001,-0.10999999999999988,-0.06374999999999975,-0.054999999999999716,-0.042500000000000426
45,0.5,-0.006666666666666821,0.0,-0.008750000000000036,-0.019999999999999574,-0.012500000000000178
46,0.5,-0.13333333333333375,-0.20000000000000018,-0.14250000000000007,-0.14399999999999968,-0.13200000000000012
47,0.1999999999999993,-0.10333333333333394,-0.11000000000000032,-0.1616666666666675,-0.1616666666666675,-0.1616666666666675
48,0.6999999999999993,-0.15999999999999925,-0.10999999999999943,-0.10999999999999899,-0.0999999999999992,-0.17923076923076886
49,0.10000000000000142,-0.06000000000000005,-0.029999999999999805,-0.010000000000000231,0.009999999999999787,0.009999999999999787
50,0.10000000000000142,-0.0066666666666663765,-0.019999999999999574,-0.01499999999999968,-0.019999999999999574,0.002500000000000391
51,0.5,0.02666666666666684,-0.04999999999999982,-0.0649999999999995,-0.034999999999999254,-0.04999999999999982
52,0.1999999999999993,0.02666666666666684,0.020000000000000462,0.003750000000000586,0.010000000000000231,0.010000000000000231
53,0.5,0.06000000000000005,0.04999999999999982,0.04125000000000023,0.05000000000000071,0.057500000000000995
54,0.09999999999999964,-0.1499999999999999,-0.14000000000000012,-0.10000000000000053,-0.08999999999999986,-0.052499999999999325
55,0.09999999999999964,-0.09333333333333327,-0.07000000000000028,-0.05375000000000041,-0.04999999999999982,-0.054999999999999716
56,0.09999999999999964,-0.010000000000000231,-0.010000000000000231,0.021249999999999325,0.05111111111111111,0.05111111111111111
57,0.3000000000000007,-0.020000000000000462,-0.020000000000000462,-0.026250000000000107,-0.008888888888888946,-0.008888888888888946
58,0.29999999999999893,-0.03333333333333366,0.0,-0.012500000000000178,-0.019999999999999574,-0.11666666666666714
59,0.20000000000000107,-0.14333333333333353,-0.10000000000000053,-0.05375000000000041,-0.05375000000000041,-0.05375000000000041
60,0.09999999999999964,-0.02666666666666595,-0.03999999999999915,-0.00374999999999881,-0.019999999999998685,-0.012499999999998401
61,0.09999999999999964,-0.030000000000000693,-0.07000000000000117,-0.08625000000000105,-0.0800000000000014,-0.05941176470588294
62,0.09999999999999964,-0.12333333333333263,-0.0699999999999994,-0.05249999999999977,-0.034999999999999254,-0.17124999999999968
63,0.20000000000000107,-0.04666666666666641,-0.05999999999999961,-0.054999999999999716,-0.06999999999999984,-0.07499999999999929
64,2.499999999999999,-0.033333333333333215,-0.07000000000000028,-0.06250000000000044,-0.06000000000000005,-0.03000000000000025
65,0.6000000000000005,-0.05333333333333323,-0.06000000000000005,-0.05750000000000011,-0.07500000000000018,-0.0625
66,0.20000000000000018,-0.033333333333333215,-0.07999999999999963,-0.04375000000000018,-0.04500000000000037,-0.05357142857142794
67,1.3000000000000007,-0.029999999999999805,-0.03999999999999915,-0.029999999999999805,-0.029999999999999805,-0.1466666666666665
68,0.39999999999999947,0.029999999999999805,-0.17000000000000037,-0.17000000000000037,-0.17000000000000037,-0.17000000000000037
69,0.09999999999999964,-0.1499999999999999,-0.10999999999999988,-0.056250000000000355,-0.056250000000000355,-0.056250000000000355
70,0.1999999999999993,-0.17999999999999972,-0.13999999999999968,-0.13624999999999954,-0.11499999999999977,-0.12117647058823566
71,0.09999999999999964,-0.0566666666666662,-0.04999999999999938,-0.03999999999999959,-0.02499999999999991,-0.019166666666666554
72,0.20000000000000107,-0.14333333333333353,-0.2100000000000004,-0.16000000000000014,-0.14499999999999957,-0.13500000000000023
73,0.40000000000000036,0.08666666666666689,0.07000000000000028,0.013750000000000373,0.03500000000000014,0.11583333333333368
74,0.5999999999999996,-0.19666666666666632,-0.12999999999999945,-0.11124999999999963,-0.06333333333333302,-0.08909090909090889
75,0.20000000000000107,-0.07999999999999963,-0.11999999999999966,-0.12999999999999945,-0.08999999999999986,-0.08909090909090889
76,0.1999999999999993,-0.1499999999999999,-0.12999999999999945,-0.125,-0.1200000000000001,-0.10500000000000043
77,0.40000000000000036,-0.08666666666666689,-0.07000000000000028,-0.05125000000000046,-0.04500000000000037,-0.054999999999999716
78,0.40000000000000036,0.05666666666666709,0.0600000000000005,0.06500000000000039,0.054999999999999716,0.07249999999999979
79,0.39999999999999947,0.07999999999999918,0.07999999999999963,0.04874999999999963,0.044999999999999485,0.029999999999999805
80,0.10000000000000053,-0.1200000000000001,-0.07000000000000028,-0.05125000000000002,-0.04000000000000048,-0.047499999999999876
81,0.39999999999999947,-0.02666666666666684,0.019999999999999574,0.040000000000000036,0.06777777777777816,0.06777777777777816
82,0.20000000000000018,-0.18333333333333313,-0.1299999999999999,-0.08124999999999982,-0.07222222222222197,-0.07222222222222197
83,0.09999999999999964,-0.07333333333333325,0.03000000000000025,0.03500000000000014,0.020000000000000018,-0.004999999999999893
84,0.3000000000000007,-0.08333333333333304,-0.05999999999999961,-0.062499999999999556,-0.06499999999999995,-0.04750000000000032
85,0.3000000000000007,-0.0066666666666663765,0.0,-0.008750000000000036,-0.01499999999999968,-0.004999999999999005
86,0.6000000000000005,-0.18999999999999995,-0.16999999999999948,-0.12124999999999986,-0.11999999999999966,-0.11749999999999972
