id,keyname,type,size,number,unit_price,price,keydate,company,production
147,G7E141_[HG/T20631]::D300-600_1222,¶¨ÖÆµæÆ¬,456*374.7*327.2*317.5,6.0,186.0,1116.0,2015-3-30,º¼Ñõ,15HRX-41
148,G7E141_[HG/T20631]::D50-600_1222,¶¨ÖÆµæÆ¬,111*85.9*69.9*55.6,6.0,18.6,111.6,2015-3-30,º¼Ñõ,15HRX-41
149,¹ú²úÎÞÊ¯ÃÞ_G7E141[NB/T47024]::800-1.0,ÎÞÊ¯ÃÞµæÆ¬,844*804*3,1.0,291.6,291.6,2015-3-30,º¼Ñõ,15HRX-41
150,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::G6E23C.001,Ê¯Ä«µæÆ¬,1369*506*3(°´Í¼£©,4.0,374.0,1496.0,2015-3-30,º¼Ñõ,15HRX-42
151,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::G6E23C.002,Ê¯Ä«µæÆ¬,309*276*3,8.0,71.6,572.8,2015-3-30,º¼Ñõ,15HRX-42
152,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::G6E23C.004,Ê¯Ä«µæÆ¬,240*200*160*3_8*18,4.0,65.0,260.0,2015-3-30,º¼Ñõ,15HRX-42
153,XB350_G6E23C_[HG/T20627]::RF1200B-150,Ê¯ÃÞµæÆ¬,1305*1219*3,2.0,114.5,229.0,2015-3-30,º¼Ñõ,15HRX-42
154,XB350_G6E23C_[HG/T20627]::RF1400B-150,Ê¯ÃÞµæÆ¬,1513*1422*3,2.0,142.9,285.8,2015-3-30,º¼Ñõ,15HRX-42
155,XB350_G6E23C_[HG/T20627]::RF150-300,Ê¯ÃÞµæÆ¬,250*169*3,4.0,7.0,28.0,2015-3-30,º¼Ñõ,15HRX-42
156,XB350_G6E23C_[HG/T20627]::RF40-300,Ê¯ÃÞµæÆ¬,94.5*49*3,4.0,1.5,6.0,2015-3-30,º¼Ñõ,15HRX-42
157,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::RF1200B-150,Ê¯Ä«µæÆ¬,1305*1219*3,2.0,510.9,1021.8,2015-3-30,º¼Ñõ,15HRX-42
158,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::RF1400B-150,Ê¯Ä«µæÆ¬,1513*1422*3,2.0,618.1,1236.2,2015-3-30,º¼Ñõ,15HRX-42
159,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::RF150-300,Ê¯Ä«µæÆ¬,250*169*3,4.0,46.9,187.6,2015-3-30,º¼Ñõ,15HRX-42
160,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::RF25-150,Ê¯Ä«µæÆ¬,65.5*34*3,6.0,6.0,36.0,2015-3-30,º¼Ñõ,15HRX-42
161,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::RF40-150,Ê¯Ä«µæÆ¬,84.5*49*3,2.0,8.0,16.0,2015-3-30,º¼Ñõ,15HRX-42
162,Ê¯Ä«¸´ºÏµæ£¨316L£©_G6E23C::RF40-300,Ê¯Ä«µæÆ¬,94.5*49*3,4.0,9.0,36.0,2015-3-30,º¼Ñõ,15HRX-42
163,XB350_G2EK106-H_[HG/T20606]::RF150-6,Ê¯ÃÞµæÆ¬,207*169*3,2.0,4.5,9.0,2015-3-30,º¼Ñõ,15HRX-55
164,XB350_G2EK106-H_[HG/T20606]::RF250-16,Ê¯ÃÞµæÆ¬,329*273*3,4.0,9.4,37.6,2015-3-30,º¼Ñõ,15HRX-55
165,XB350_G2EK106-H_[NB/T47024]::1000-1.6,Ê¯ÃÞµæÆ¬,1065*1015*3,2.0,81.7,163.4,2015-3-30,º¼Ñõ,15HRX-55
166,²øÈÆµæ_F0D30AG_[HG20610]::D80-10_2222,²øÈÆµæÆ¬,142*115*99*90,1.0,27.6,27.6,2015-3-30,º¼Ñõ,2015C08-17
167,RSB_304_G5K34_[HG/T20606]::RF40-10,ÆäËû,92*49*3,3.0,5.7,17.1,2015-3-30,º¼Ñõ,2015C08-21
168,RSB_304_G5K34_[HG/T20606]::RF400-10,ÆäËû,489*426*3,3.0,95.7,287.1,2015-3-30,º¼Ñõ,2015C08-21
169,RSB_304_G5K34_[HG/T20606]::RF500-10,ÆäËû,594*530*3,3.0,127.0,381.0,2015-3-30,º¼Ñõ,2015C08-21
170,RSB_304_G5K34::G5K34.005,ÆäËû,1244*1200*3,3.0,309.5,928.5,2015-3-30,º¼Ñõ,2015C08-21
171,G7E100_[NB/T47025]::D22-700-6.4,¶¨ÖÆµæÆ¬,844*818*768*732,2.0,334.0,668.0,2015-3-30,º¼Ñõ,2014C08-086
172,ÌØÁ¦ÎÞÊ¯ÃÞ_G5K34::G5K34.011,ÎÞÊ¯ÃÞµæÆ¬,35*28*1,3.0,1.5,4.5,2015-3-30,º¼Ñõ,2015C08-21
173,ÌØÁ¦ÎÞÊ¯ÃÞ_G5K34::G5K34.012,ÎÞÊ¯ÃÞµæÆ¬,39*32*1.5,234.0,2.0,468.0,2015-3-30,º¼Ñõ,2015C08-21
174,²øÈÆµæ_[HG20631]::D300-150_2535,²øÈÆµæÆ¬,408*374.7*339.9*317.5,2.0,220.0,440.0,2015-3-30,º¼Ñõ,15AC28010
175,¹ú²úÎÞÊ¯ÃÞ_G7E109::G7E109.002,ÎÞÊ¯ÃÞµæÆ¬,644*604*3--,1.0,220.0,0.0,2015-3-20,º¼Ñõ,14HRX-162
176,¹ú²úÎÞÊ¯ÃÞ_G7E109::G7E109.003,ÎÞÊ¯ÃÞµæÆ¬,644*604*3,1.0,220.0,0.0,2015-3-20,º¼Ñõ,14HRX-162
177,L0E05Í­-B_2232::L0E05Í­-B.003,ÆäËû,694*660*615*570,2.0,500.4,1000.8,2015-4-7,º¼Ñõ,13HR-152
178,L0E05Í­-B_2232::L0E05Í­-B.004,ÆäËû,452*425*394*380,2.0,210.0,420.0,2015-4-7,º¼Ñõ,13HR-152
179,Ê¯Ä«¸´ºÏµæ(316L)_G6K05::G6K05.001,Ê¯Ä«µæÆ¬,1433*1282*3(°´Í¼£©,1.0,471.0,471.0,2015-4-20,º¼Ñõ,15HR-71
180,½ðÊô°ü¸²µæ_G7E04A_304+Ê¯ÃÞ::G7E04.002,°ü¸²µæÆ¬,514*426*3,4.0,233.3,933.2,2015-4-30,º¼Ñõ,15HR-44
181,½ðÊô°ü¸²µæ_G7E04A_304+Ê¯ÃÞ::G7E04.003,°ü¸²µæÆ¬,775*735*3,4.0,298.9,1195.6,2015-4-30,º¼Ñõ,15HR-44
182,½ðÊô°ü¸²µæ_G7E04A_304+Ê¯ÃÞ::G7E04.011,°ü¸²µæÆ¬,71*34*3,4.0,38.4,153.6,2015-4-30,º¼Ñõ,15HR-44
183,½ðÊô°ü¸²µæ_G7E05A_304+Ê¯ÃÞ::G7E05.001,°ü¸²µæÆ¬,474*380*3,2.0,216.0,432.0,2015-4-30,º¼Ñõ,15HR-45
184,½ðÊô°ü¸²µæ_G7E05A_304+Ê¯ÃÞ::G7E05.003,°ü¸²µæÆ¬,708*620*3,4.0,327.5,1310.0,2015-4-30,º¼Ñõ,15HR-45
185,½ðÊô°ü¸²µæ_G7E05A_304+Ê¯ÃÞ::G7E05.010,°ü¸²µæÆ¬,417*335*3,2.0,182.0,364.0,2015-4-30,º¼Ñõ,15HR-45
186,½ðÊô°ü¸²µæ_G7E05A_304+Ê¯ÃÞ::G7E05.011,°ü¸²µæÆ¬,82*25*3,2.0,41.0,82.0,2015-4-30,º¼Ñõ,15HR-45
187,¹ú²úÎÞÊ¯ÃÞ_G2EK08A-H_[HG/T20606]::RF200-6,ÎÞÊ¯ÃÞµæÆ¬,262*220*3,2.0,28.1,56.2,2015-4-30,º¼Ñõ,15HRX-52
188,¹ú²úÎÞÊ¯ÃÞ_G2EK08A-H_[HG/T20606]::RF800-2.5,ÎÞÊ¯ÃÞµæÆ¬,890*820*3,4.0,310.2,1240.8,2015-4-30,º¼Ñõ,15HRX-52
189,¹ú²úÎÞÊ¯ÃÞ_G2EK09A-H_[HG/T20606]::RF200-6,ÎÞÊ¯ÃÞµæÆ¬,262*220*3,2.0,28.1,56.2,2015-4-30,º¼Ñõ,15HRX-53
190,¹ú²úÎÞÊ¯ÃÞ_G2EK09A-H_[HG/T20606]::RF700-2.5,ÎÞÊ¯ÃÞµæÆ¬,784*720*3,4.0,240.7,962.8,2015-4-30,º¼Ñõ,15HRX-53
191,¹ú²úÎÞÊ¯ÃÞ_G2EK10A-H_[HG/T20606]::RF250-6,ÎÞÊ¯ÃÞµæÆ¬,317*273*3,2.0,43.0,86.0,2015-4-30,º¼Ñõ,15HRX-54
192,¹ú²úÎÞÊ¯ÃÞ_G2EK10A-H_[HG/T20606]::RF600-6,ÎÞÊ¯ÃÞµæÆ¬,679*630*3,4.0,188.8,755.2,2015-4-30,º¼Ñõ,15HRX-54
193,¹ú²úÎÞÊ¯ÃÞ_G2EK45C-H::G2EK45C-H.003,ÎÞÊ¯ÃÞµæÆ¬,1280*1224*3,4.0,525.0,2100.0,2015-4-30,º¼Ñõ,15HRX-58
194,XB350_G2EK45C-H_[HG/T20606]::RF250-6,Ê¯ÃÞµæÆ¬,317*273*3,2.0,13.5,27.0,2015-4-30,º¼Ñõ,15HRX-58
195,XB350_G2EK46C-H_[HG/T20606]::RF300-6,Ê¯ÃÞµæÆ¬,373*324*3,2.0,17.4,34.8,2015-4-30,º¼Ñõ,15HRX-59
196,¹ú²úÎÞÊ¯ÃÞ_G2EK47C-H::G2EK47C-H.001,ÎÞÊ¯ÃÞµæÆ¬,980*924*3,2.0,341.9,683.8,2015-4-30,º¼Ñõ,15HRX-60
197,¹ú²úÎÞÊ¯ÃÞ_G2EK47C-H::G2EK47C-H.002,ÎÞÊ¯ÃÞµæÆ¬,880*824*3,2.0,303.3,606.6,2015-4-30,º¼Ñõ,15HRX-60
198,XB350_G2EK47C-H_[HG/T20606]::RF300-6,Ê¯ÃÞµæÆ¬,373*324*3,2.0,17.4,34.8,2015-4-30,º¼Ñõ,15HRX-60
199,¹ú²úÎÞÊ¯ÃÞ_G2EK47C-H_[HG/T20606]::RF50-6,ÎÞÊ¯ÃÞµæÆ¬,96*61*3,4.0,3.9,15.6,2015-4-30,º¼Ñõ,15HRX-60
200,XB350_G2EN92A-H_[HG/T20606]::RF150-6,Ê¯ÃÞµæÆ¬,207*169*3,2.0,4.5,9.0,2015-4-30,º¼Ñõ,15HRX-65
201,XB350_G2EN92A-H_[HG/T20606]::RF400-6,Ê¯ÃÞµæÆ¬,473*426*3,2.0,22.2,44.4,2015-4-30,º¼Ñõ,15HRX-65
202,XB350_G2EN92A-H_[HG/T20606]::RF450-6,Ê¯ÃÞµæÆ¬,528*480*3,2.0,26.8,53.6,2015-4-30,º¼Ñõ,15HRX-65
203,XB350_G2EN92A-H_[HG/T20606]::RF80-6,Ê¯ÃÞµæÆ¬,132*89*3,2.0,2.4,4.8,2015-4-30,º¼Ñõ,15HRX-65
204,¹ú²úÎÞÊ¯ÃÞ_G2EN92A-H_[NB/T47024]::1000-0.25,ÎÞÊ¯ÃÞµæÆ¬,1044*1004*3,2.0,368.6,737.2,2015-4-30,º¼Ñõ,15HRX-65
205,XB350_G2EN93A-H_[HG/T20606]::RF150-6,Ê¯ÃÞµæÆ¬,207*169*3,2.0,4.5,9.0,2015-4-30,º¼Ñõ,15HRX-66
206,XB350_G2EN93A-H_[HG/T20606]::RF300-10,Ê¯ÃÞµæÆ¬,378*324*3,4.0,17.6,70.4,2015-4-30,º¼Ñõ,15HRX-66
207,XB350_G2EN93A-H_[HG/T20606]::RF65-10,Ê¯ÃÞµæÆ¬,127*77*3,2.0,2.1,4.2,2015-4-30,º¼Ñõ,15HRX-66
208,¹ú²úÎÞÊ¯ÃÞ_G2EN93A-H_[NB/T47024]::900-0.6,ÎÞÊ¯ÃÞµæÆ¬,944*904*3,2.0,317.3,634.6,2015-4-30,º¼Ñõ,15HRX-66
209,XB350_G2EN94A-H_[HG/T20606]::RF150-6,Ê¯ÃÞµæÆ¬,207*169*3,2.0,4.5,9.0,2015-4-30,º¼Ñõ,15HRX-67
210,XB350_G2EN94A-H_[HG/T20606]::RF250-25,Ê¯ÃÞµæÆ¬,340*273*3,4.0,15.5,62.0,2015-4-30,º¼Ñõ,15HRX-67
211,¹ú²úÎÞÊ¯ÃÞ_G2EN94A-H_[NB/T47024]::900-1.6,ÎÞÊ¯ÃÞµæÆ¬,965*915*3,2.0,331.5,663.0,2015-4-30,º¼Ñõ,15HRX-67
212,XB350_G6E36A_[HG/T20606]::RF100-25,Ê¯ÃÞµæÆ¬,168*115*3,2.0,4.0,8.0,2015-4-30,º¼Ñõ,2015C08-26
213,XB350_G6E36A_[HG/T20606]::RF50-25,Ê¯ÃÞµæÆ¬,107*61*3,2.0,1.7,3.4,2015-4-30,º¼Ñõ,2015C08-26
214,XB350_G6E36A_[HG/T20606]::RF600-2.5,Ê¯ÃÞµæÆ¬,679*630*3,2.0,35.4,70.8,2015-4-30,º¼Ñõ,2015C08-26
215,XB350_G6E36A_[HG/T20606]::RF700-2.5,Ê¯ÃÞµæÆ¬,784*720*3,2.0,44.3,88.6,2015-4-30,º¼Ñõ,2015C08-26
216,Ê¯Ä«¸´ºÏµæ(316L)_G6E36A::RF100-25,Ê¯Ä«µæÆ¬,168*115*3,2.0,21.2,42.4,2015-4-30,º¼Ñõ,2015C08-26
217,XB450¼Ó½ðÊôÍø_G6E36A_[HG/T20606]::RF15-10,Ê¯ÃÞµæÆ¬,51*22*3,4.0,0.8,3.2,2015-4-30,º¼Ñõ,2015C08-26
218,Ê¯Ä«¸´ºÏµæ(316L)_G6E36A::RF15-25,Ê¯Ä«µæÆ¬,51*22*3,4.0,5.0,20.0,2015-4-30,º¼Ñõ,2015C08-26
219,Ê¯Ä«¸´ºÏµæ(316L)_G6E36A::RF50-25,Ê¯Ä«µæÆ¬,107*61*3,2.0,11.5,23.0,2015-4-30,º¼Ñõ,2015C08-26
220,XB450¼Ó½ðÊôÍø_G6E36A_[HG/T20606]::RF600-2.5,Ê¯ÃÞµæÆ¬,679*630*3,2.0,49.8,99.6,2015-4-30,º¼Ñõ,2015C08-26
221,XB450¼Ó½ðÊôÍø_G6E36A_[HG/T20606]::RF700-2.5,Ê¯ÃÞµæÆ¬,784*720*3,2.0,66.4,132.8,2015-4-30,º¼Ñõ,2015C08-26
222,F0D25R_[HG/T20610]::D50-40_2232,ÆäËû,107*86*70*61,1.0,28.0,28.0,2015-4-30,º¼Ñõ,2015C08-27
223,RSB_304_G5K30B::G5K30B.004,ÆäËû,1442*1400*3.2,3.0,415.9,1247.7,2015-4-30,º¼Ñõ,2015C08-32
224,ÌØÁ¦ÎÞÊ¯ÃÞ_G5K30B::G5K30B.007,ÎÞÊ¯ÃÞµæÆ¬,39*32*2,288.0,2.0,576.0,2015-4-30,º¼Ñõ,2015C08-32
225,ÌØÁ¦ÎÞÊ¯ÃÞ_G5K30B::G5K30B.009,ÎÞÊ¯ÃÞµæÆ¬,35*29*3,3.0,1.5,4.5,2015-4-30,º¼Ñõ,2015C08-32
226,RSB_304_G5K30B_[HG/T20606]::RF150-6,ÆäËû,207*169*3,6.0,21.5,129.0,2015-4-30,º¼Ñõ,2015C08-32
227,RSB_304_G5K30B_[HG/T20606]::RF500-6,ÆäËû,578*530*3,3.0,120.3,360.9,2015-4-30,º¼Ñõ,2015C08-32
228,RSB_304_G5K30B_[HG/T20606]::RF600-6,ÆäËû,679*630*3,3.0,147.5,442.5,2015-4-30,º¼Ñõ,2015C08-32
229,RSB_304_G5K36A::G5K36A.004,ÆäËû,1442*1400*3,3.0,415.9,1247.7,2015-4-30,º¼Ñõ,2015C08-34
230,ÌØÁ¦ÎÞÊ¯ÃÞ_G5K36A::G5K36A.011,ÎÞÊ¯ÃÞµæÆ¬,39*32*2,288.0,2.0,576.0,2015-4-30,º¼Ñõ,2015C08-34
231,RSB_304_G5K36A_[HG/T20606]::RF150-6,ÆäËû,207*169*3,6.0,21.5,129.0,2015-4-30,º¼Ñõ,2015C08-34
232,RSB_304_G5K36A_[HG/T20606]::RF500-6,ÆäËû,578*530*3,3.0,120.3,360.9,2015-4-30,º¼Ñõ,2015C08-34
233,RSB_304_G5K36A_[HG/T20606]::RF600-6,ÆäËû,679*630*3,3.0,147.5,442.5,2015-4-30,º¼Ñõ,2015C08-34
234,Ê¯Ä«¸´ºÏµæ£¨316L£©_G5E15A::580*508*3,Ê¯Ä«µæÆ¬,unknown,4.0,151.4,605.6,2015-4-30,º¼Ñõ,2015C08-16
235,Ê¯Ä«¸´ºÏµæ£¨316L£©_G5E15A::690*610*3,Ê¯Ä«µæÆ¬,unknown,4.0,214.3,857.2,2015-4-30,º¼Ñõ,2015C08-16
236,Ê¯Ä«¸´ºÏµæ£¨316L£©_G5E15A::G5E15.104,Ê¯Ä«µæÆ¬,26*14*1,2.0,4.0,8.0,2015-4-30,º¼Ñõ,2015C08-16
237,Ê¯Ä«¸´ºÏµæ£¨316L£©_G5E15A::1100-0.25,Ê¯Ä«µæÆ¬,1140*1100*3,2.0,428.9,857.8,2015-4-30,º¼Ñõ,2015C08-16
238,RPTFEµæÆ¬_S1K61::S1K61.001,PTFEµæÆ¬,685*614*3,1.0,337.8,337.8,2015-4-30,º¼Ñõ,2015C08-53
239,RPTFEµæÆ¬_S1K61::S1K61.004,PTFEµæÆ¬,28*20*3,1.0,1.0,1.0,2015-4-30,º¼Ñõ,2015C08-53
240,½ðÊô°ü¸²µæ_G7EY20_304+Ê¯ÃÞ::G7EY20.002,°ü¸²µæÆ¬,340*276*3,4.0,158.0,632.0,2015-4-30,º¼Ñõ,15AC08015
241,½ðÊô°ü¸²µæ_G7EY20_304+Ê¯ÃÞ::G7EY20.003,°ü¸²µæÆ¬,648*560*3,4.0,312.8,1251.2,2015-4-30,º¼Ñõ,15AC08015
242,½ðÊô°ü¸²µæ_G7EY20_304+Ê¯ÃÞ::G7EY20.011,°ü¸²µæÆ¬,71*34*3,2.0,38.4,76.8,2015-4-30,º¼Ñõ,15AC08015
243,½ðÊô°ü¸²µæ_G7E05_304+Ê¯ÃÞ::G7E05.011,°ü¸²µæÆ¬,82*25*3,2.0,41.0,82.0,2015-4-30,º¼Ñõ,15AC08015
244,½ðÊô°ü¸²µæ_G7EY21::G7EY21.001,°ü¸²µæÆ¬,290*222*3,4.0,136.8,547.2,2015-4-30,º¼Ñõ,15AC08015
245,½ðÊô°ü¸²µæ_G7EY21::G7EY21.003,°ü¸²µæÆ¬,648*560*3,4.0,312.8,1251.2,2015-4-30,º¼Ñõ,15AC08015
246,¹ú²úÎÞÊ¯ÃÞ_G2K22::G2K22.002,ÎÞÊ¯ÃÞµæÆ¬,790*550*3(·½ÐÎ)==,1.0,414.4,414.4,2015-4-30,º¼Ñõ,15AC08015
247,¹ú²úÎÞÊ¯ÃÞ_G2K22::G2K22.006,ÎÞÊ¯ÃÞµæÆ¬,696*462*3(·½ÐÎ)--,1.0,255.0,255.0,2015-4-30,º¼Ñõ,15AC08015
248,¹ú²úÎÞÊ¯ÃÞ_G2K24::G2K24.003,ÎÞÊ¯ÃÞµæÆ¬,678*504*3(·½ÐÎ)==,2.0,255.0,0.0,2015-4-30,º¼Ñõ,15AC08015
249,G2K24_[HG/T20610]::D200-4.0_1221,¶¨ÖÆµæÆ¬,324*258*234*222,2.0,88.0,176.0,2015-4-30,º¼Ñõ,15AC08015
250,PTFEµæÆ¬::RF50-16,PTFEµæÆ¬,RF50-16,1.0,6.7,6.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4247
251,PTFEµæÆ¬::RF25-16,PTFEµæÆ¬,RF25-16,11.0,4.5,49.5,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4247
252,PTFEµæÆ¬::RF250-1.0,PTFEµæÆ¬,RF250-1.0,1.0,32.3,32.3,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4247
253,PTFEµæÆ¬::500-1.0,PTFEµæÆ¬,500-1.0,6.0,96.5,579.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4154
254,XB350µæÆ¬::500-1.0,Ê¯ÃÞµæÆ¬,500-1.0,1.0,43.7,43.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4154
255,XB350µæÆ¬::500-1.0,Ê¯ÃÞµæÆ¬,500-1.0,1.0,43.7,43.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4154
256,²øÈÆµæ_2222::594*575*547*535*4.5,²øÈÆµæÆ¬,594*575*547*535*4.5,2.0,145.3,290.6,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4245-02
257,²øÈÆµæ::D40-150_2222,²øÈÆµæÆ¬,D40-150_2222,2.0,5.8,11.6,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4245-02
258,²øÈÆµæ_2222::594*575*547*535*4.5,²øÈÆµæÆ¬,594*575*547*535*4.5,1.0,145.3,145.3,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4242
259,PTFEµæÆ¬::620*585*532_20-§¶18,PTFEµæÆ¬,620*585*532_20-§¶18,1.0,192.9,192.9,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4248
260,PTFEµæÆ¬::RF65-16,PTFEµæÆ¬,RF65-16,1.0,7.7,7.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4248
261,PTFEµæÆ¬::RF50-16,PTFEµæÆ¬,RF50-16,2.0,6.7,13.4,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4248
262,PTFEµæÆ¬::RF50-16,PTFEµæÆ¬,RF50-16,2.0,6.7,13.4,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4248
263,²øÈÆµæ::B500-4.0_0232,²øÈÆµæÆ¬,B500-4.0_0232,1.0,112.8,112.8,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4394
264,¸ÄÐÔRPTFEµæÆ¬::565*525*3,PTFEµæÆ¬,565*525*3,32.0,196.5,6288.0,2015-1-23,¾Þ»¯ÈÝÆ÷,AM14-002-001-032
265,¾Û±ûÏ©µæÆ¬::10*5*1,Ïð½ºµæÆ¬,10*5*1,640.0,0.7,448.0,2015-1-23,¾Þ»¯ÈÝÆ÷,AM14-002-001-032
266,¾Û±ûÏ©µæÆ¬::13.5*9*1,Ïð½ºµæÆ¬,13.5*9*1,960.0,0.9,864.0,2015-1-23,¾Þ»¯ÈÝÆ÷,AM14-002-001-032
267,¸ÄÐÔRPTFEµæÆ¬::183*160*3,PTFEµæÆ¬,183*160*3,32.0,27.2,870.4,2015-1-23,¾Þ»¯ÈÝÆ÷,AM14-002-001-032
268,¸ÄÐÔRPTFEµæÆ¬::87*61*3,PTFEµæÆ¬,87*61*3,64.0,8.7,556.8,2015-1-23,¾Þ»¯ÈÝÆ÷,AM14-002-001-032
269,¸ÄÐÔRPTFEµæÆ¬::10*6*3,PTFEµæÆ¬,10*6*3,64.0,2.0,128.0,2015-1-23,¾Þ»¯ÈÝÆ÷,AM14-002-001-032
270,²øÈÆµæ::B100-25_0232,²øÈÆµæÆ¬,B100-25_0232,1.0,22.1,22.1,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4379
271,²øÈÆµæ::B125-25_0232,²øÈÆµæÆ¬,B125-25_0232,1.0,26.0,26.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4379
272,²øÈÆµæ::B40-40_0232,²øÈÆµæÆ¬,B40-40_0232,3.0,7.7,23.1,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4379
273,²øÈÆµæ::B25-25_0232,²øÈÆµæÆ¬,B25-25_0232,2.0,6.6,13.2,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4379
274,²øÈÆµæ::B500-1.0_0232,²øÈÆµæÆ¬,B500-1.0_0232,1.0,112.8,112.8,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4379
275,²øÈÆµæ::G13-700-1.6-2B,²øÈÆµæÆ¬,G13-700-1.6-2B,2.0,183.3,366.6,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4353-02
276,²øÈÆµæ::B22-700-1.6,²øÈÆµæÆ¬,B22-700-1.6,2.0,141.0,282.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4353-02
277,²øÈÆµæ::D100-25_2222,²øÈÆµæÆ¬,D100-25_2222,4.0,19.3,77.2,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4353-02
278,RSB_304::744*704*3,ÆäËû,744*704*3,2.0,75.7,151.4,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4353-02
279,²øÈÆµæ_2222::539*506*480*471*4.5,²øÈÆµæÆ¬,539*506*480*471*4.5,2.0,102.6,205.2,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4353-02
280,²øÈÆµæ_0828::818*768*732*4.5,²øÈÆµæÆ¬,818*768*732*4.5,1.0,1435.9,1435.9,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4329
281,PTFEµæÆ¬::800-1.0,PTFEµæÆ¬,800-1.0,2.0,243.6,487.2,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4241
282,PTFEµæÆ¬::RF25-16,PTFEµæÆ¬,RF25-16,4.0,4.5,18.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4249
283,PTFEµæÆ¬::RF50-16,PTFEµæÆ¬,RF50-16,1.0,6.7,6.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4249
284,PTFEµæÆ¬::RF40-16,PTFEµæÆ¬,RF40-16,1.0,5.8,5.8,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4249
285,PTFEµæÆ¬::RF450-0.6,PTFEµæÆ¬,RF450-0.6,1.0,77.8,77.8,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4249
286,²øÈÆµæ::B100-40_0222,²øÈÆµæÆ¬,B100-40_0222,1.0,15.8,15.8,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
287,²øÈÆµæ::B50-25_0222,²øÈÆµæÆ¬,B50-25_0222,1.0,9.0,9.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
288,PTFEµæÆ¬::RF80-16,PTFEµæÆ¬,RF80-16,1.0,8.6,8.6,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
289,PTFEµæÆ¬::RF25-16,PTFEµæÆ¬,RF25-16,2.0,4.5,9.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
290,PTFEµæÆ¬::RF100-16,PTFEµæÆ¬,RF100-16,1.0,11.3,11.3,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
291,PTFEµæÆ¬::RF25-16,PTFEµæÆ¬,RF25-16,1.0,4.5,4.5,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
292,PTFEµæÆ¬::RF50-16,PTFEµæÆ¬,RF50-16,1.0,6.7,6.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
293,¸ÄÐÔRPTFEµæÆ¬::RF25-40,PTFEµæÆ¬,RF25-40,1.0,5.4,5.4,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
294,PTFEµæÆ¬::RF20-16,PTFEµæÆ¬,RF20-16,2.0,3.0,6.0,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
295,PTFEµæÆ¬::RF500-0.6,PTFEµæÆ¬,RF500-0.6,1.0,95.7,95.7,2015-1-23,¾Þ»¯ÈÝÆ÷,Q4239
296,²øÈÆµæ_0828::818*768*732*4.5-T,²øÈÆµæÆ¬,818*768*732*4.5-T,1.0,1692.3,1692.3,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4334
297,²øÈÆµæ_0828::818*768*732*4.5-T,²øÈÆµæÆ¬,818*768*732*4.5-T,1.0,1692.3,1692.3,2015-1-23,¾Þ»¯ÈÝÆ÷,Y4334
